trade_date,open,high,low,close,pre_close,volume,change,pct_change,value,ema_fast,ema_slow,diff,dea,bar,MA5,MA10,MA20,MA30,MA48
2011-01-11,1.5616,1.5646,1.459,1.4643,1.6208,17797.68,-0.1565,-9.6557,89808.2231,1.600811304204413,1.5902570156526306,0.01055428855178242,0.03064530013662402,-0.0401820231696832,1.6071199999999997,1.5777800000000002,1.6450699999999998,1.6274766666666665,1.5399166666666666
2011-01-12,1.4685,1.5232,1.4315,1.4782,1.4643,14221.45,0.0139,0.9493,71227.7007,1.5819480266345032,1.581956495974658,-8.46934015474865e-06,0.024514546241268267,-0.04904603116284603,1.57298,1.576,1.6329,1.623503333333333,1.5445250000000001
2011-01-13,1.4871,1.5072,1.4735,1.4862,1.4782,6736.69,0.008,0.5412,33874.2298,1.5672175609984258,1.5748634221987574,-0.007645861200331616,0.018082464752948293,-0.05145665190655982,1.54156,1.57973,1.6207,1.61819,1.5480562500000001
2011-01-14,1.5261,1.5261,1.4315,1.4492,1.4862,6447.41,-0.0369999999999999,-2.4896,31878.5907,1.5490610131525142,1.565555020554405,-0.016494007401890887,0.011167170321980458,-0.055322355447742694,1.4997399999999999,1.57017,1.60887,1.6127466666666666,1.5490104166666667
2011-01-17,1.4966,1.4966,1.328,1.3694,1.4492,16204.28,-0.0798000000000001,-5.5065,75233.0241,1.5214208572828964,1.5510250190318566,-0.02960416174896019,0.0030129039077923282,-0.06523413131350503,1.4494599999999997,1.5474,1.590535,1.6045733333333334,1.5470395833333335
2011-01-18,1.3723,1.4004,1.3333,1.3638,1.3694,8443.78,-0.0056,-0.4089,39233.3004,1.4971714946239891,1.5371564991035709,-0.039985004479581754,-0.005586677769682488,-0.06879665341979853,1.42936,1.51824,1.57137,1.5982833333333335,1.5458145833333334
2011-01-19,1.4013,1.4182,1.3646,1.4034,1.3638,8656.51,0.0396,2.9037,40783.9081,1.482745110835683,1.5272486102810843,-0.04450349944540122,-0.013370042104826233,-0.06226691468114997,1.4143999999999999,1.49369,1.55237,1.59514,1.5443729166666664
2011-01-20,1.399,1.4137,1.3398,1.3457,1.4034,7312.66,-0.0577,-4.1114,33685.525,1.4616612476301933,1.513800565075078,-0.05213931744488476,-0.02112389717283794,-0.062030840544093635,1.3862999999999999,1.46393,1.532405,1.5867600000000002,1.5433750000000002
2011-01-21,1.3312,1.4368,1.3309,1.393,1.3457,12003.36,0.0473000000000001,3.5149,56207.0943,1.4510979787640097,1.5048523750695169,-0.05375439630550716,-0.027649996999371783,-0.05220879861227075,1.37506,1.4374,1.51673,1.58036,1.5457895833333335
2011-01-24,1.4167,1.4167,1.3555,1.3605,1.393,7872.11,-0.0324999999999999,-2.3331,36827.7553,1.4371598281849314,1.4941596065458491,-0.05699977836091774,-0.033519953271680974,-0.04695965017847353,1.37328,1.41137,1.501215,1.5720699999999999,1.5453645833333336
2011-01-25,1.3605,1.3865,1.3428,1.3735,1.3605,8402.7,0.0129999999999999,0.9555,38590.7173,1.4273660084641726,1.4852218579128231,-0.05785584944865052,-0.038387132507074886,-0.03893743388315127,1.37522,1.40229,1.490035,1.5641433333333332,1.5456354166666666
2011-01-26,1.3605,1.4123,1.3605,1.3975,1.3735,4177.91,0.024,1.7474,19655.682,1.422771237931223,1.4787239425118732,-0.05595270458065027,-0.041900246921789966,-0.028104915317720608,1.37404,1.39422,1.4851100000000002,1.5533399999999997,1.54733125
2011-01-27,1.3957,1.4197,1.3865,1.414,1.3975,5586.69,0.0164999999999999,1.1807,26574.602,1.4214218167110346,1.4739295763998828,-0.05250775968884813,-0.0440217494752016,-0.016972020427293066,1.3877,1.387,1.4833649999999998,1.5428,1.5493520833333336
2011-01-28,1.4143,1.4223,1.396,1.4208,1.414,3449.18,0.0068000000000001,0.4809,16431.7014,1.4213261526016447,1.4699940522221138,-0.048667899620469024,-0.04495097950425509,-0.007433840232427866,1.39326,1.38416,1.4771649999999998,1.5339666666666667,1.5496416666666668
2011-01-31,1.4211,1.4315,1.3992,1.4185,1.4208,5070.3,-0.0022999999999999,-0.1619,24224.0341,1.4208913598936994,1.4661796779834386,-0.04528831808973921,-0.04501844722135191,-0.000539741736774596,1.40486,1.38907,1.468235,1.52338,1.54915
2011-02-01,1.425,1.4469,1.4066,1.4303,1.4185,4325.47,0.0117999999999998,0.8319,20915.1506,1.4223388429869763,1.4635219240587394,-0.04118308107176305,-0.04425137399143414,0.006136585839342179,1.4162199999999998,1.39572,1.45698,1.5128200000000003,1.5482625
2011-02-09,1.4297,1.4297,1.3605,1.3605,1.4303,6998.93,-0.0697999999999998,-4.8801,32765.6906,1.412825174835134,1.4558906704247587,-0.0430654955896248,-0.044014198311072276,0.0018974054428949477,1.40882,1.39143,1.44256,1.4987233333333334,1.5454333333333334
2011-02-10,1.3605,1.4075,1.3552,1.4052,1.3605,4011.73,0.0446999999999999,3.2856,18835.577,1.411652071014344,1.4521358059488507,-0.04048373493450663,-0.043308105635759146,0.005648741402505028,1.40706,1.39738,1.430655,1.4873966666666665,1.5447125
2011-02-11,1.4049,1.4729,1.4049,1.4611,1.4052,6412.57,0.0559,3.9781,31519.2206,1.4192594447044449,1.45279982032301,-0.033540375618565044,-0.041354559632320334,0.01562836802751058,1.4151200000000002,1.40419,1.420795,1.4792166666666666,1.5448979166666668
2011-02-14,1.4551,1.4936,1.4522,1.4862,1.4611,6021.62,0.0250999999999999,1.7179,30084.9191,1.429557991672992,1.4552739077064907,-0.025715916033498765,-0.03822683091255602,0.02502182975811451,1.42866,1.41676,1.4140650000000001,1.4730633333333332,1.5425812499999998
2011-02-15,1.48,1.514,1.467,1.4788,1.4862,5998.68,-0.0074,-0.4979,30258.0995,1.4371336852617622,1.4570165812097136,-0.01988289594795134,-0.03455804391963509,0.029350295943367494,1.43836,1.42729,1.41479,1.46912,1.53910625
2011-02-16,1.4688,1.5042,1.4643,1.488,1.4788,5882.94,0.0092,0.6221,29538.2163,1.444959272144568,1.4593116492682534,-0.014352377123685311,-0.030516910560445133,0.03232906687351964,1.46386,1.43634,1.4152799999999999,1.4688533333333333,1.5365125
2011-02-17,1.4862,1.5229,1.467,1.4773,1.488,7998.69,-0.0106999999999999,-0.7191,40267.7287,1.4499347687377115,1.4606441196928273,-0.010709350955115715,-0.02655539863937925,0.031692095368527066,1.47828,1.4426700000000001,1.4148349999999998,1.4698,1.5336520833333334
2011-02-18,1.4702,1.5137,1.4492,1.4983,1.4773,11846.95,0.0209999999999999,1.4215,59616.4443,1.4573755735472944,1.4634334441600252,-0.006057870612730776,-0.022455893034049552,0.03279604484263755,1.48572,1.4504199999999998,1.41729,1.46825,1.5325229166666665
2011-02-21,1.4744,1.5409,1.4708,1.5362,1.4983,7815.93,0.0379,2.5295,40198.0799,1.4695024083861723,1.4688235594074308,0.0006788489787414864,-0.017828944631491345,0.03701558722046566,1.49572,1.46219,1.42563,1.4662199999999999,1.5333249999999998
2011-02-22,1.5409,1.5498,1.4753,1.4835,1.5362,7520.26,-0.0526999999999999,-3.4305,38249.8354,1.4716558840190688,1.4699107031550285,0.0017451808640402966,-0.013914119532385017,0.03131860079285063,1.4966599999999999,1.46751,1.431615,1.46049,1.5309583333333334
2011-02-23,1.4788,1.4989,1.4753,1.4895,1.4835,4312.68,0.006,0.4044,21636.1862,1.4744011326315198,1.471361762180582,0.0030393704509379393,-0.010523421535720426,0.02712558397331673,1.49696,1.48041,1.4359199999999999,1.4551766666666668,1.52896875
2011-02-24,1.4898,1.5184,1.4847,1.5161,1.4895,5100.42,0.0265999999999999,1.7858,25927.5547,1.4808163429959014,1.474675705722761,0.0061406372731402925,-0.007190609773948283,0.02666249409417715,1.50472,1.4914999999999998,1.44444,1.4509366666666665,1.5270291666666669
2011-02-25,1.5173,1.5306,1.496,1.5025,1.5161,4355.81,-0.0136,-0.897,22133.4697,1.4841522902273012,1.476736764558112,0.007415525669189238,-0.00426938268532078,0.023369816709020035,1.50556,1.49564,1.449915,1.4457433333333334,1.5247625000000002
2011-02-28,1.5025,1.5025,1.4759,1.4995,1.5025,7810.08,-0.0029999999999998,-0.1997,39263.9852,1.486513476346178,1.4784229301464,0.008090546199778004,-0.001797396908301023,0.019775886216158053,1.49822,1.49697,1.456865,1.4417,1.5201354166666665
2011-03-01,1.4818,1.5226,1.4788,1.4906,1.4995,4106.11,-0.0089000000000001,-0.5935,20848.912,1.48714217229292,1.4793249353207407,0.007817236972179176,0.0001255298677950167,0.015383414208768318,1.4996399999999999,1.49815,1.46272,1.4425766666666666,1.51514375
2011-03-02,1.4815,1.4974,1.467,1.4974,1.4906,4041.28,0.0068000000000001,0.4562,20200.9976,1.4887202996324709,1.4806638290006857,0.008056470631785162,0.001711718020593046,0.012689505222384233,1.50122,1.49909,1.4677149999999999,1.4432166666666668,1.51121875
2011-03-03,1.4835,1.5217,1.4744,1.4788,1.4974,4727.3,-0.0186000000000001,-1.2422,23908.9237,1.4871940996890136,1.4805257675932275,0.0066683320957861,0.002703040835631657,0.007930582520308887,1.49376,1.49924,1.470955,1.4429699999999999,1.5058583333333335
2011-03-04,1.4788,1.4874,1.417,1.4259,1.4788,10668.24,-0.0528999999999999,-3.5772,51827.8205,1.4777642381983962,1.4764794144381737,0.001284823760222542,0.0024193974205498343,-0.0022691473206545845,1.47844,1.492,1.4712100000000001,1.4421933333333332,1.4991666666666668
2011-03-07,1.4256,1.4486,1.4197,1.4205,1.4259,7347.38,-0.0053999999999998,-0.3787,35465.6339,1.468954355398643,1.472332791146457,-0.003378435747813935,0.0012598307868770806,-0.009276533069382031,1.46264,1.48043,1.47131,1.4438966666666668,1.49160625
2011-03-08,1.4205,1.4315,1.3966,1.4131,1.4205,7908.65,-0.0074,-0.5209,37614.7298,1.4603613776450057,1.4679451769874603,-0.007583799342454567,-0.0005088952389892488,-0.014149808206930636,1.44714,1.47339,1.47045,1.44554,1.4846916666666665
2011-03-09,1.4279,1.4501,1.4137,1.4344,1.4131,5679.55,0.0212999999999998,1.5073,27647.3091,1.456367319545774,1.4654603490624631,-0.00909302951668911,-0.002225722094529221,-0.01373461484431978,1.4345400000000001,1.46788,1.4741449999999998,1.4465733333333333,1.4790229166666666
2011-03-10,1.4371,1.4389,1.4143,1.433,1.4344,4403.69,-0.0013999999999998,-0.0976,21227.294,1.4527723473079626,1.46305587876154,-0.01028353145357741,-0.003837283966338859,-0.012892494974477102,1.42538,1.45957,1.475535,1.4494833333333332,1.4740687499999998
2011-03-11,1.4226,1.4581,1.4108,1.4377,1.433,5040.68,0.0046999999999999,0.328,24675.5338,1.450453524645199,1.4611776655199444,-0.01072414087474538,-0.005214655348020163,-0.011018971053450434,1.42774,1.45309,1.4743650000000001,1.4509733333333332,1.4707479166666666
2011-03-14,1.4412,1.4995,1.4412,1.4995,1.4377,11433.47,0.0618,4.2985,57470.6704,1.4579991362382454,1.4640163569629117,-0.006017220724666261,-0.005375168423349384,-0.0012841046026337549,1.44354,1.45309,1.4750299999999998,1.455606666666667,1.4708208333333335
2011-03-15,1.5084,1.5084,1.4495,1.4906,1.4995,8226.41,-0.0089000000000001,-0.5935,41225.6146,1.463014653740054,1.4659855157063997,-0.0029708619663457725,-0.004894307131948662,0.0038468903312057785,1.45904,1.45309,1.47562,1.4595100000000003,1.4716895833333334
2011-03-16,1.5045,1.5066,1.4788,1.4906,1.4906,5765.61,0.0,0.0,28983.8566,1.467258553164661,1.4678088108392588,-0.0005502576745979315,-0.004025497240478516,0.006950479131761169,1.47028,1.45241,1.4757500000000001,1.4626133333333333,1.4705604166666666
2011-03-17,1.4797,1.4898,1.4463,1.4747,1.4906,5868.38,-0.0159,-1.0667,29001.3281,1.4684033911393284,1.46831926929561,8.412184371842102e-05,-0.0032035734236391285,0.006575390534715099,1.4786199999999998,1.452,1.47562,1.4646366666666668,1.4680104166666668
2011-03-18,1.4584,1.4892,1.4259,1.4383,1.4747,6711.28,-0.0363999999999999,-2.4683,32832.3017,1.4637721001948163,1.4660956197181574,-0.002323519523341089,-0.003027562643579521,0.0014080862404768643,1.47874,1.4532399999999999,1.47262,1.46522,1.4634875
2011-03-21,1.4383,1.4489,1.3901,1.4143,1.4383,6716.14,-0.024,-1.6686,31906.4291,1.456161007857152,1.462258907146442,-0.006097899289289943,-0.003641629972721606,-0.004912538633136674,1.4617,1.45262,1.466525,1.46508,1.4586
2011-03-22,1.4078,1.4102,1.367,1.3753,1.4143,5969.61,-0.0389999999999999,-2.7575,27873.6918,1.4437208528022056,1.455817506617076,-0.01209665381487035,-0.005332634741151355,-0.013528038147437992,1.43864,1.44884,1.461115,1.4632466666666666,1.4530166666666666
2011-03-23,1.3809,1.393,1.3762,1.3895,1.3753,2170.08,0.0141999999999999,1.0325,10182.0881,1.4353791831403278,1.4509050987195147,-0.015525915579186922,-0.007371290908758469,-0.016309249340856907,1.41842,1.4443499999999998,1.456115,1.4642133333333334,1.4474166666666666
2011-03-24,1.3957,1.4031,1.3605,1.3815,1.3895,3431.85,-0.008,-0.5757,16027.2168,1.4270900780418159,1.445763980295847,-0.018673902254031205,-0.009631813177813017,-0.018084178152436375,1.39978,1.4392,1.449385,1.4634233333333335,1.44243125
2011-03-25,1.3939,1.3939,1.3641,1.3797,1.3815,5624.41,-0.0018,-0.1303,26148.7473,1.4197992968046134,1.4408703521257844,-0.02107105532117104,-0.011919661606484621,-0.018302787429372837,1.3880599999999998,1.4334,1.443245,1.46071,1.4406687499999997
2011-03-28,1.3797,1.38,1.3354,1.3363,1.3797,7252.0,-0.0433999999999998,-3.1456,33066.6341,1.4069532511423652,1.433124400116467,-0.026171148974101666,-0.01476995908000803,-0.02280237978818727,1.3724599999999998,1.41708,1.435085,1.4557133333333334,1.4377125
2011-03-29,1.3377,1.354,1.3244,1.3253,1.3363,6111.67,-0.0110000000000001,-0.8232,27585.3039,1.3943912125050781,1.4251374075152472,-0.030746195010169064,-0.017965206266040236,-0.025561977488257656,1.36246,1.40055,1.42682,1.4505966666666668,1.4343604166666666
2011-03-30,1.3306,1.3312,1.2623,1.2759,1.3253,7804.8,-0.0493999999999998,-3.7275,33799.8073,1.3761617951966045,1.4140827847363402,-0.03792098953973566,-0.02195636292077932,-0.03192925323791268,1.33974,1.3790799999999999,1.415745,1.4435266666666666,1.4307499999999997
2011-03-31,1.2762,1.2945,1.2747,1.2851,1.2759,2663.46,0.0091999999999998,0.7211,11548.1645,1.3621522882432808,1.4045285043855,-0.0423762161422192,-0.026040333565067297,-0.03267176515430381,1.32046,1.3601199999999998,1.40606,1.43712,1.4289937499999998
2011-04-01,1.2951,1.2954,1.2783,1.2854,1.2851,2153.01,0.0003000000000001,0.0233,9354.5115,1.3503442438981608,1.395704170727315,-0.04535992682915424,-0.02990425221788469,-0.030911349222539103,1.3016,1.34483,1.399035,1.4300233333333332,1.4273604166666667
2011-04-06,1.2857,1.3161,1.2827,1.2845,1.2854,3650.04,-0.0009000000000001,-0.07,15954.9249,1.3402143602215206,1.387466824747514,-0.0472524645259933,-0.03337389467950641,-0.027757139692973776,1.2912399999999997,1.33185,1.392235,1.4216333333333333,1.4248833333333335
2011-04-08,1.3102,1.3428,1.2872,1.3161,1.2845,8535.14,0.0316,2.4601,38218.135,1.336504458648979,1.3821803932847352,-0.045675934635756255,-0.03583430267075638,-0.01968326392999975,1.2894,1.32593,1.387385,1.4160533333333332,1.4242666666666668
2011-04-11,1.3345,1.3345,1.3014,1.3043,1.3161,4107.39,-0.0118,-0.8966,18253.4394,1.331549926549136,1.3764114752636436,-0.04486154871450765,-0.03763975187950663,-0.01444359367000203,1.29508,1.3174100000000002,1.3808799999999999,1.40988,1.42241875
2011-04-12,1.304,1.3209,1.2806,1.3058,1.3043,7212.49,0.0015,0.115,31562.1876,1.3275883993877304,1.3711809956144847,-0.043592596226754265,-0.03883032074895616,-0.009524550955596206,1.29922,1.30984,1.37452,1.40287,1.4212791666666664
2011-04-13,1.3014,1.4365,1.2866,1.4197,1.3058,15487.08,0.1138999999999998,8.7226,72074.86,1.3417594148665413,1.3747749959393376,-0.03301558107279634,-0.037667372813724204,0.009303583481855726,1.32608,1.3138400000000001,1.3736199999999998,1.40011,1.4222416666666666
2011-04-19,1.5616,1.5616,1.4788,1.5616,1.4197,32319.4,0.1419000000000001,9.9951,170037.4638,1.3755810433486118,1.3886138851290162,-0.013032841780404425,-0.03274046660706025,0.039415249653311654,1.3815000000000002,1.33637,1.376725,1.40218,1.4256604166666664
2011-04-20,1.6563,1.7178,1.606,1.6305,1.5616,70754.18,0.0688999999999999,4.4121,397378.4053,1.4147993443719022,1.4065313751194595,0.008267969252442775,-0.024538779435159648,0.06561349737520485,1.44438,1.3668900000000002,1.3837199999999998,1.4068433333333334,1.4301708333333332
2011-04-21,1.6302,1.6362,1.5655,1.6267,1.6305,30075.11,-0.0038,-0.2331,164649.1819,1.4473994452377634,1.4228401621476476,0.02455928309011579,-0.014719166930104562,0.0785569000404407,1.50886,1.40197,1.3905249999999998,1.4111533333333335,1.4344604166666663
2011-04-22,1.6119,1.674,1.5971,1.6444,1.6267,18280.49,0.0177,1.0881,100639.065,1.477707222893492,1.4392520019885626,0.038455220904929366,-0.004084289363097777,0.08507902053605429,1.57658,1.4379000000000002,1.39901,1.4166733333333332,1.4391666666666667
2011-04-25,1.6267,1.6267,1.5084,1.5882,1.6444,7455.06,-0.0562,-3.4177,40135.103,1.4947061116791087,1.4502851870264468,0.0444209246526619,0.005616753440054158,0.07760834242521547,1.6102800000000002,1.46818,1.406505,1.4220833333333334,1.44245625
2011-04-26,1.5749,1.6051,1.5388,1.5971,1.5882,8229.91,0.0088999999999999,0.5604,43655.1773,1.5104590175746306,1.4611603583578212,0.049298659216809426,0.014353134595405211,0.06989104924280842,1.61738,1.49944,1.415645,1.4279699999999997,1.4473854166666664
2011-04-27,1.5968,1.6237,1.5619,1.5684,1.5971,4889.77,-0.0286999999999999,-1.797,26091.5811,1.5193730148708413,1.469104035516501,0.05026897935434027,0.021536303547192225,0.05746535161429609,1.6049600000000002,1.52467,1.4253,1.4331466666666666,1.4507854166666665
2011-04-28,1.5699,1.5823,1.4847,1.5601,1.5684,9752.98,-0.0082999999999999,-0.5292,50293.2055,1.5256387048907118,1.4758444773300934,0.049794227560618465,0.027187888349877475,0.04521267842148198,1.59164,1.55025,1.43383,1.4373366666666667,1.4528479166666666
2011-04-29,1.5403,1.5705,1.538,1.551,1.5601,3095.0,-0.0091000000000001,-0.5833,16263.7083,1.5295404425998331,1.4814115530834198,0.048128889516413365,0.03137608858318465,0.03350560186645743,1.57296,1.57477,1.4423050000000002,1.44127,1.4541979166666668
2011-05-03,1.5462,1.6119,1.532,1.5909,1.551,4831.66,0.0399,2.5725,25860.2003,1.538980374507551,1.489521808410574,0.049458566096977075,0.034992584085943135,0.02893196402206788,1.5735000000000001,1.5918899999999998,1.4528649999999999,1.4463766666666666,1.4565333333333335
2011-05-05,1.5675,1.5912,1.5309,1.5909,1.5909,7383.22,0.0,0.0,38839.5957,1.5469680091986968,1.4970313040838648,0.04993670511483206,0.03798140829172092,0.023910593646222278,1.57226,1.59482,1.465595,1.449423333333333,1.4586770833333331
2011-05-06,1.5681,1.6391,1.5678,1.5927,1.5909,10071.43,0.0018,0.1131,54837.6084,1.5540037000912048,1.5041178741517265,0.04988582593947832,0.040362291821272406,0.019047068236411835,1.57712,1.59104,1.478965,1.4528266666666665,1.46108125
2011-05-09,1.593,1.6385,1.5794,1.6181,1.5927,6204.01,0.0254,1.5948,33937.9151,1.5638646693079425,1.512560994584932,0.05130367472301045,0.04255056840162002,0.017506212642780863,1.58872,1.59018,1.496075,1.4570766666666668,1.4635770833333333
2011-05-10,1.6187,1.6415,1.5897,1.6149,1.6181,5169.26,-0.0032,-0.1978,28262.2649,1.571716258645182,1.520141661652715,0.051574596992467026,0.04435537411978942,0.014438445745355216,1.6015000000000001,1.5872300000000001,1.512565,1.4617499999999999,1.4652166666666666
2011-05-11,1.5983,1.6134,1.5808,1.5971,1.6149,3410.41,-0.0178,-1.1022,18399.4216,1.5756214496228464,1.5258422793080695,0.049779170314776966,0.04544013335878693,0.00867807391198007,1.60274,1.58812,1.52815,1.4670433333333333,1.4675833333333335
