trade_date,open,high,low,close,pre_close,volume,change,pct_change,value,ema_fast,ema_slow,diff,dea,bar,MA5,MA10,MA20,MA30,MA48
2010-05-07,4.7422,4.9021,4.6672,4.8021,4.8371,125093.59,-0.0350000000000001,-0.7236,119532.493,4.992500612942116,5.0377830643176065,-0.04528245137549014,0.013017233867334513,-0.1165993704856493,4.858079999999999,5.0294799999999995,5.114420000000001,5.094933333333333,4.9949104166666665
2010-05-10,4.7871,4.8971,4.5972,4.7821,4.8021,107454.65,-0.0200000000000004,-0.4165,102357.87,4.960131287874098,5.018843578071857,-0.05871229019775903,-0.0013286709456841964,-0.11476723850414967,4.85008,4.97201,5.0884350000000005,5.09693,4.990745833333333
2010-05-11,4.8771,4.9071,4.5023,4.6722,4.7821,141147.53,-0.1098999999999996,-2.2982,132845.379,4.915834166662698,4.99316627599246,-0.07733210932976231,-0.01652935862249982,-0.12160550141452497,4.8101,4.89456,5.0607,5.0934333333333335,4.985437500000001
2010-05-12,4.6672,4.7222,4.5223,4.6122,4.6722,72773.0,-0.0600000000000005,-1.2842,67152.758,4.869121217945359,4.9649465518448705,-0.0958253338995112,-0.032388553677902096,-0.1268735604432182,4.74114,4.835089999999999,5.036215,5.0834366666666675,4.977316666666667
2010-05-13,4.6122,4.6772,4.4723,4.6372,4.6122,90380.43,0.0250000000000003,0.542,82976.176,4.8334410305691495,4.940669029485991,-0.10722799891684165,-0.04735644272569001,-0.11974311238230329,4.70116,4.79311,5.00823,5.072776666666666,4.97388125
2010-05-14,4.6122,4.6572,4.5673,4.5972,4.6372,70082.02,-0.04,-0.8626,64610.837,4.7970962566354345,4.915226879153695,-0.11813062251826079,-0.06151127868420417,-0.11323868766811324,4.6601799999999995,4.75913,4.982995000000001,5.0617833333333335,4.9690916666666665
2010-05-17,4.4923,4.5423,4.3324,4.4273,4.5972,124064.67,-0.1699000000000001,-3.6957,109904.295,4.7402045248453675,4.879084147364533,-0.1388796225191653,-0.0769849474511964,-0.12378935013593781,4.589219999999999,4.71965,4.94152,5.0343,4.958991666666667
2010-05-19,4.4473,4.5023,4.3474,4.4124,4.4273,108401.97,-0.0148999999999999,-0.3365,95946.478,4.6897730594845415,4.844514951263456,-0.1547418917789143,-0.09253633631673998,-0.12441111092434862,4.537259999999999,4.673679999999999,4.9115400000000005,5.007316666666666,4.9480625
2010-05-20,4.3974,4.4523,4.3474,4.4074,4.4124,95415.59,-0.0049999999999998,-0.1133,84075.106,4.646331050333074,4.8121360659846815,-0.16580501565160777,-0.10719007218371354,-0.11722988693578845,4.4963,4.61872,4.877565,4.97717,4.938277083333333
2010-05-21,4.2774,4.5023,4.2275,4.4773,4.4074,155191.55,0.0698999999999996,1.586,135463.622,4.620326273358755,4.787333394430261,-0.1670071210715065,-0.11915348196127215,-0.0957072782204687,4.46432,4.582739999999999,4.837339999999999,4.9513533333333335,4.93046875
2010-05-24,4.4473,4.6172,4.4473,4.5773,4.4773,126740.42,0.1000000000000005,2.2335,115984.156,4.613706846688177,4.7717753652132044,-0.15806851852502746,-0.12693648927402323,-0.062264058502008446,4.4603399999999995,4.56026,4.79487,4.9296999999999995,4.927449999999999
2010-05-25,4.5473,4.6222,4.5023,4.5922,4.5773,91498.73,0.0148999999999999,0.3255,83340.683,4.610398101043842,4.758473486308523,-0.148075385264681,-0.1311642684721548,-0.03382223358505243,4.49332,4.54127,4.75664,4.906046666666667,4.92745
2010-05-26,4.5673,4.6122,4.5523,4.5823,4.5922,50030.97,-0.0099,-0.2156,45873.362,4.606075316267866,4.745423598433817,-0.13934828216595108,-0.13280107121091406,-0.013094421910074039,4.5273,4.53228,4.71342,4.88456,4.926722916666667
2010-05-27,4.5773,4.6622,4.4923,4.6122,4.5823,84497.37,0.0298999999999995,0.6525,77702.965,4.607017575303579,4.735555183735015,-0.12853760843143647,-0.13194837865501854,0.006821540447164154,4.5682599999999995,4.532279999999999,4.683685,4.868236666666666,4.923808333333334
2010-05-28,4.6422,4.6672,4.5523,4.5972,4.6122,62180.68,-0.0149999999999996,-0.3252,57213.003,4.605507179103029,4.725306651606496,-0.11979947250346701,-0.12951859742470825,0.01943824984248249,4.592239999999999,4.52828,4.660695,4.848246666666666,4.92026875
2010-05-31,4.6122,4.6122,4.4074,4.4723,4.5972,83770.72,-0.1249000000000002,-2.7169,75719.339,4.585013766933332,4.706565418154162,-0.12155165122083034,-0.12792520818393266,0.012747113926204645,4.5712399999999995,4.51579,4.63746,4.827259999999999,4.91204375
2010-06-01,4.4223,4.4473,4.2824,4.3524,4.4723,59869.19,-0.1198999999999994,-2.6809,52288.052,4.5492270335589735,4.680330942735336,-0.13110390917636217,-0.12856094838241855,-0.005085921587887232,4.52328,4.5083,4.613975,4.797113333333333,4.9011125
2010-06-02,4.2974,4.3624,4.2824,4.3474,4.3524,75281.72,-0.0049999999999998,-0.1149,65086.831,4.518176720703747,4.655669391421608,-0.13749267071786075,-0.130347292849507,-0.014290755736707517,4.4763,4.5018,4.58774,4.774959999999999,4.891847916666666
2010-06-03,4.4231,4.4635,4.3574,4.3624,4.3473,43910.58,0.0151000000000003,0.3473,38274.243,4.494211071364709,4.633945732797784,-0.13973466143307522,-0.13222476656622065,-0.015019789733709155,4.426340000000001,4.4973,4.55801,4.75081,4.8826875
2010-06-04,4.3169,4.3928,4.2917,4.3877,4.3624,65953.43,0.0252999999999996,0.58,56381.381,4.477824752693215,4.615705308146096,-0.13788055545288103,-0.13335592434355273,-0.009049262218656595,4.38444,4.48834,4.53554,4.721006666666667,4.87571875
2010-06-07,4.2866,4.322,4.1046,4.1602,4.3877,97928.06,-0.2275,-5.1849,81546.11,4.428959406125028,4.581964174209348,-0.15300476808432073,-0.13728569309170635,-0.03143814998522876,4.32202,4.44663,4.503445,4.67879,4.862866666666666
2010-06-08,4.1602,4.2007,4.0793,4.1451,4.1602,92179.12,-0.0150999999999994,-0.363,75458.982,4.385288728259639,4.549603865008656,-0.16431513674901677,-0.14269158182316843,-0.04324710985169666,4.2805599999999995,4.40192,4.471595,4.6384,4.8468875
2010-06-09,4.1804,4.2765,4.1299,4.2714,4.1451,76260.2,0.1262999999999996,3.047,63319.897,4.367767385450464,4.528996171304311,-0.16122878585384726,-0.1463990226293042,-0.029659526449086093,4.265359999999999,4.37083,4.451555000000001,4.599223333333333,4.832604166666666
2010-06-10,4.2563,4.2765,4.2057,4.2158,4.2714,63373.7,-0.0556,-1.3017,53120.363,4.344387787688855,4.5057964549114,-0.16140866722254543,-0.14940095154795247,-0.024015431349185934,4.23604,4.33119,4.431735000000001,4.566186666666667,4.8177875
2010-06-11,4.2209,4.3068,4.2057,4.2462,4.2158,80763.38,0.0304000000000002,0.7211,67934.708,4.3292819741982616,4.4865670878809265,-0.15728511368266496,-0.15097778397489497,-0.012614659415539964,4.207739999999999,4.29609,4.412184999999999,4.53916,4.7968375
2010-06-17,4.2714,4.2967,4.1956,4.2108,4.2462,40487.78,-0.0354000000000001,-0.8337,34058.671,4.3110539781677595,4.466139896186043,-0.1550859180182833,-0.15179941078357265,-0.006573014469421323,4.21786,4.26994,4.392865,4.514953333333333,4.775772916666666
2010-06-18,4.2057,4.231,4.0945,4.1147,4.2108,49072.42,-0.0960999999999998,-2.2822,40331.742,4.280845673834258,4.4401073112833735,-0.1592616374491156,-0.15329185611668125,-0.011939562664868675,4.21178,4.24617,4.377235000000001,4.491373333333333,4.7508333333333335
2010-06-21,4.049,4.2613,4.049,4.2563,4.1147,66073.83,0.1416000000000004,3.4413,54784.78,4.277069416321296,4.426491954892013,-0.1494225385707173,-0.15251799260748847,0.006190908073542334,4.20876,4.2370600000000005,4.3694299999999995,4.470846666666666,4.73009375
2010-06-22,4.2563,4.2815,4.2259,4.2563,4.2563,37648.91,0.0,0.0,31690.876,4.273874121502635,4.413885143418531,-0.1400110219158961,-0.15001659846917,0.02001115310654783,4.21686,4.22645,4.361875,4.44749,4.709872916666667
2010-06-23,4.2462,4.2714,4.1602,4.2007,4.2563,37083.14,-0.0556,-1.3063,30975.99,4.2626165643483835,4.398093651313455,-0.13547708696507144,-0.14710869616835032,0.023263218406557762,4.2077599999999995,4.20775,4.348045000000001,4.426276666666666,4.686933333333333
2010-06-24,4.2057,4.2664,4.1754,4.2259,4.2007,27584.65,0.0251999999999998,0.5999,23068.444,4.2569678621409395,4.385338566030977,-0.12837070389003724,-0.1433610977126877,0.029980787645300933,4.21078,4.21432,4.330475,4.40707,4.666079166666667
2010-06-25,4.2158,4.2158,4.14,4.2007,4.2259,29816.95,-0.0251999999999998,-0.5963,24646.613,4.248311267965411,4.371661635213868,-0.12335036724845683,-0.13935895161984152,0.032017168742769386,4.2279800000000005,4.219880000000001,4.3109,4.38769,4.647304166666666
2010-06-28,4.1855,4.2866,4.1653,4.2815,4.2007,45139.22,0.0807999999999999,1.9235,37771.374,4.2534172267399635,4.364982995568396,-0.11156576882843261,-0.13380031506155973,0.044469092466254245,4.233020000000001,4.22089,4.29586,4.374666666666667,4.628233333333333
2010-06-29,4.2866,4.2917,3.9934,4.0136,4.2815,85715.25,-0.2679,-6.2572,69562.26,4.216522268779969,4.338954625526292,-0.12243235674632302,-0.1315267233985124,0.018188733304378757,4.18448,4.200670000000001,4.26593,4.354713333333334,4.605560416666666
2010-06-30,3.9833,3.9833,3.7407,3.7963,4.0136,88826.72,-0.2173000000000002,-5.4141,68193.805,4.151872688967666,4.298757986598419,-0.1468852976307531,-0.13459843824496054,-0.024573718771585096,4.1036,4.15568,4.225885,4.326683333333333,4.575133333333333
2010-07-01,3.7912,3.958,3.7912,3.8569,3.7963,69349.77,0.0605999999999999,1.5963,53165.579,4.106492275280333,4.266027765368906,-0.15953549008857326,-0.1395858486136831,-0.039899282949780346,4.0298,4.12029,4.1951149999999995,4.302006666666667,4.55106875
2010-07-02,3.8418,3.9985,3.8367,3.9884,3.8569,93168.65,0.1314999999999999,3.4095,72537.67,4.088324232929513,4.24546274571195,-0.15713851278243673,-0.14309638144743383,-0.0280842626700058,3.9873400000000006,4.10766,4.176914999999999,4.287376666666666,4.528183333333334
2010-07-05,3.9378,4.0743,3.9176,3.9934,3.9884,44879.24,0.0049999999999998,0.1254,35576.897,4.073720504786511,4.226791431214768,-0.15307092642825726,-0.14509129044359853,-0.015959271969317457,3.9297200000000005,4.08137,4.1592150000000006,4.27341,4.501341666666667
2010-07-06,3.958,4.135,3.953,4.0844,3.9934,56412.75,0.0909999999999997,2.2788,45483.86,4.075363504050125,4.216243917791452,-0.14088041374132754,-0.14424911510314434,0.006737402723633601,3.94388,4.06418,4.145314999999999,4.262643333333333,4.473377083333333
2010-07-07,4.0692,4.1501,4.0692,4.1147,4.0844,50781.27,0.0303000000000004,0.7418,41355.148,4.0814152726577975,4.208722146103196,-0.1273068734453986,-0.1408606667715952,0.027107586652393212,4.00756,4.05558,4.131665,4.250556666666667,4.4475
2010-07-08,4.135,4.2259,4.0945,4.1804,4.1147,73473.8,0.0656999999999996,1.5967,60436.076,4.096643692248906,4.206624209354811,-0.10998051710590584,-0.13468463683845733,0.04940823946510298,4.07226,4.05103,4.132675,4.237326666666666,4.421118750000001
2010-07-09,4.1552,4.2866,4.14,4.2765,4.1804,82078.36,0.0961000000000007,2.2988,68752.842,4.124313893441382,4.211800193847047,-0.08748630040566496,-0.12524496955189887,0.07551733829246782,4.12988,4.05861,4.139245,4.226803333333334,4.401735416666667
2010-07-12,4.2765,4.3675,4.2158,4.3473,4.2765,100760.57,0.0707999999999993,1.6556,85783.225,4.158619448296554,4.221837216525044,-0.06321776822848957,-0.11283952928721702,0.09924352211745491,4.20066,4.065189999999999,4.14304,4.2189700000000006,4.38695
2010-07-13,4.2866,4.413,4.2815,4.3372,4.3473,88807.9,-0.0100999999999995,-0.2323,76544.862,4.186093379327854,4.230382607893559,-0.04428922856570505,-0.09912946914291464,0.10968048115441917,4.25122,4.09755,4.14911,4.209803333333333,4.374454166666666
2010-07-14,4.3372,4.4635,4.327,4.4585,4.3372,113533.42,0.1212999999999997,2.7967,99236.876,4.228002090200492,4.247280192494037,-0.019278102293545096,-0.08315919577304073,0.12776218695899128,4.319979999999999,4.1637699999999995,4.159725,4.20518,4.366879166666667
2010-07-15,4.4484,4.7365,4.4029,4.5545,4.4585,225305.31,0.096,2.1532,204725.558,4.278232537861955,4.270037215272256,0.008195322589698684,-0.06488829210049285,0.14616722938038307,4.3948,4.23353,4.17691,4.20792,4.3602625
2010-07-16,4.5394,4.6253,4.4585,4.5191,4.5545,116381.58,-0.0354000000000001,-0.7773,104319.188,4.315289070498578,4.288486310437274,0.026802760061303665,-0.04655008166813355,0.14670568345887441,4.44332,4.2866,4.19713,4.213476666666667,4.3511395833333335
2010-07-19,4.4888,4.7365,4.3877,4.6961,4.5191,192318.33,0.1770000000000005,3.9167,173601.083,4.37387536734495,4.31867991707155,0.055195450273400226,-0.026200975279826795,0.16279285110645403,4.51308,4.35687,4.21912,4.2251,4.348202083333334
2010-07-20,4.6708,4.8022,4.6202,4.7415,4.6961,198057.89,0.0453999999999998,0.9668,184950.69,4.430433003138035,4.349999923214398,0.0804330799236368,-0.004874164239134077,0.17061448832554174,4.593940000000001,4.42258,4.24338,4.237736666666667,4.3469395833333335
2010-07-21,4.7011,4.7921,4.6607,4.6809,4.7415,140052.16,-0.0605999999999999,-1.2781,130465.212,4.468966387270645,4.374511040013331,0.09445534725731353,0.014991738060155446,0.15892721839431617,4.63842,4.4792000000000005,4.26739,4.24751,4.3448312499999995
2010-07-22,4.6809,4.782,4.6758,4.7112,4.6809,81576.83,0.0302999999999995,0.6473,76100.343,4.5062330969213145,4.3994509629753065,0.106782133946008,0.033349817237325954,0.14686463341736408,4.66976,4.53228,4.291655,4.265876666666666,4.34564375
2010-07-23,4.7112,4.7972,4.6354,4.7618,4.7112,107519.83,0.0506000000000002,1.074,100562.733,4.545551082010343,4.426291632384543,0.11925944962580015,0.0505317437150208,0.1374554118215587,4.718300000000001,4.5808100000000005,4.319710000000001,4.286433333333333,4.348760416666667
2010-07-26,4.7466,4.9539,4.7213,4.9185,4.7618,133385.04,0.1566999999999998,3.2908,128355.156,4.602927838624137,4.46275151146717,0.1401763271569667,0.06846066040340998,0.14343133350711346,4.76278,4.63793,4.35156,4.308003333333333,4.354620833333334
2010-07-27,4.9033,4.9286,4.8477,4.8881,4.9185,77390.89,-0.0304000000000002,-0.6181,74735.942,4.646800478835808,4.494258806914046,0.15254167192176205,0.0852768627070804,0.13452961842936328,4.7921000000000005,4.69302,4.395284999999999,4.3304133333333334,4.36068125
2010-07-28,4.878,4.969,4.8578,4.8932,4.8881,76634.26,0.0051000000000005,0.1043,74388.108,4.684708097476453,4.523810006401895,0.1608980910745581,0.10040110838057595,0.12099396538796431,4.834560000000001,4.736490000000001,4.45013,4.35198,4.3703875
2010-07-29,4.9185,4.9791,4.8477,4.8983,4.8932,75616.5,0.0050999999999996,0.1042,73423.849,4.717568390172383,4.551550005927681,0.16601838424470206,0.11352456355340118,0.10498764138260175,4.87198,4.77087,4.5022,4.374896666666667,4.380510416666667
2010-07-30,4.8983,4.9134,4.8224,4.8983,4.8983,70887.89,0.0,0.0,68298.183,4.745373253222786,4.577235190673779,0.16813806254900676,0.1244472633525223,0.08738159839296891,4.89928,4.80879,4.547695,4.401016666666666,4.3907375
2010-08-02,4.9286,5.3835,4.9134,5.2723,4.8983,281229.75,0.3740000000000005,7.6353,288816.141,4.826438906573126,4.628721472846092,0.19771743372703465,0.13910129742742477,0.11723227259921976,4.97004,4.86641,4.6116399999999995,4.4348833333333335,4.4073
2010-08-03,5.3481,5.3886,5.1662,5.1813,5.2723,153174.3,-0.0910000000000001,-1.726,159609.136,4.881032920946492,4.669653215598233,0.2113797053482589,0.1535569790115916,0.11564545267333459,5.02868,4.9103900000000005,4.666485,4.465716666666666,4.419883333333334
2010-08-04,5.1156,5.2572,5.1156,5.2521,5.1813,113008.47,0.0708000000000002,1.3665,116194.15,4.938120163877801,4.712797421850215,0.2253227420275854,0.16791013161479038,0.11482522082559005,5.10046,4.96751,4.723355,4.500763333333334,4.43363125
2010-08-05,5.2673,5.2824,5.1459,5.2167,5.2521,103642.54,-0.0354000000000001,-0.674,106627.231,4.980978600204293,4.750123538750199,0.2308550614540934,0.180499117582651,0.10071188774288481,5.164140000000001,5.01806,4.77517,4.53379,4.446847916666667
2010-08-06,5.1914,5.2976,5.1106,5.2673,5.2167,127865.53,0.0505999999999993,0.97,132152.725,5.0250280463267085,4.7884329062501845,0.23659514007652405,0.19171832208142564,0.08975363599019681,5.23794,5.0686100000000005,4.8247100000000005,4.569343333333333,4.460495833333333
2010-08-09,5.2218,5.3481,5.1813,5.2268,5.2673,146524.28,-0.0404999999999997,-0.7689,152712.498,5.056069885353368,4.820904542824245,0.23516534252912358,0.20040772617096525,0.06951523271631666,5.22884,5.0994399999999995,4.868685,4.600853333333333,4.473612500000001
2010-08-10,5.2369,5.3785,5.1308,5.1358,5.2268,192809.12,-0.0910000000000001,-1.741,201611.261,5.068336056837466,4.844230132244671,0.224105924592795,0.2051473658553312,0.0379171174749276,5.21974,5.124210000000001,4.908615,4.638260000000001,4.487435416666667
2010-08-11,5.1156,5.2723,5.0853,5.2622,5.1358,126305.49,0.1264000000000003,2.4612,130131.603,5.098161278862471,4.87519086318951,0.22297041567296105,0.20871197581885717,0.028516879708207765,5.221760000000001,5.161109999999999,4.9488,4.687123333333334,4.506389583333333
2010-08-12,5.2268,5.3077,5.1308,5.1864,5.2622,100231.74,-0.0758,-1.4405,103340.505,5.111736466729783,4.898243391842139,0.21349307488764424,0.2096681956326146,0.007649758510059279,5.2157,5.18992,4.980395,4.73144,4.52386875
2010-08-13,5.2066,5.2673,5.0196,5.1864,5.1864,93635.91,0.0,0.0,95060.481,5.123223164155971,4.919588325779758,0.203634838376213,0.2084615241813343,-0.0096533716102426,5.19952,5.21873,5.0137599999999996,4.771373333333333,4.541035416666666
2010-08-16,5.1611,5.6363,5.1308,5.52,5.1864,284415.21,0.3335999999999997,6.4322,307619.639,5.184265754285821,4.964063264610887,0.22020248967493394,0.21080971728005424,0.018785544789759412,5.25816,5.243499999999999,5.0549550000000005,4.82226,4.564625
2010-08-17,5.52,5.6211,5.4846,5.5958,5.52,155101.77,0.0758,1.3732,170352.048,5.247578715164925,5.010858578343415,0.2367201368215106,0.21599180118834552,0.04145667126633018,5.350160000000001,5.28495,5.09767,4.8726400000000005,4.594533333333334
2010-08-18,5.5857,5.5908,5.4088,5.5048,5.5958,112819.99,-0.0909999999999993,-1.6262,122493.808,5.2871512205241675,5.047446831799458,0.2397043887247099,0.2207343186956184,0.03794014005818297,5.39868,5.310219999999999,5.138865000000001,4.9189766666666666,4.622860416666667
